GeneName	GeneID	chr	start	stop	arm	chr_arm	band
AL645608.9	ENSG00000273443	1	1062208	1063288	p	1p	p36.33
RNF223	ENSG00000237330	1	1070966	1074307	p	1p	p36.33
C1orf159	ENSG00000131591	1	1081818	1116361	p	1p	p36.33
LINC01342	ENSG00000223823	1	1137017	1144056	p	1p	p36.33
AL390719.2	ENSG00000272141	1	1169357	1170343	p	1p	p36.33
TTLL10-AS1	ENSG00000205231	1	1173056	1179555	p	1p	p36.33
TTLL10	ENSG00000162571	1	1173884	1197935	p	1p	p36.33
TNFRSF18	ENSG00000186891	1	1203508	1206691	p	1p	p36.33
TNFRSF4	ENSG00000186827	1	1211326	1214138	p	1p	p36.33
SDF4	ENSG00000078808	1	1216908	1232031	p	1p	p36.33
B3GALT6	ENSG00000176022	1	1232265	1235041	p	1p	p36.33
C1QTNF12	ENSG00000184163	1	1242446	1246722	p	1p	p36.33
AL162741.1	ENSG00000260179	1	1249777	1251334	p	1p	p36.33
UBE2J2	ENSG00000160087	1	1253909	1273885	p	1p	p36.33
LINC01786	ENSG00000230415	1	1275223	1280420	p	1p	p36.33
SCNN1D	ENSG00000162572	1	1280436	1292029	p	1p	p36.33
ACAP3	ENSG00000131584	1	1292376	1309609	p	1p	p36.33
PUSL1	ENSG00000169972	1	1308567	1311677	p	1p	p36.33
INTS11	ENSG00000127054	1	1311585	1324691	p	1p	p36.33
CPTP	ENSG00000224051	1	1324756	1328897	p	1p	p36.33
TAS1R3	ENSG00000169962	1	1331314	1335306	p	1p	p36.33
DVL1	ENSG00000107404	1	1335276	1349350	p	1p	p36.33
MXRA8	ENSG00000162576	1	1352689	1361777	p	1p	p36.33
AURKAIP1	ENSG00000175756	1	1373730	1375495	p	1p	p36.33
CCNL2	ENSG00000221978	1	1385711	1399328	p	1p	p36.33
MRPL20	ENSG00000242485	1	1401908	1407313	p	1p	p36.33
AL391244.3	ENSG00000272455	1	1409096	1410618	p	1p	p36.33
ANKRD65	ENSG00000235098	1	1418420	1421769	p	1p	p36.33
AL391244.2	ENSG00000225905	1	1420245	1422691	p	1p	p36.33
TMEM88B	ENSG00000205116	1	1426128	1427787	p	1p	p36.33
LINC01770	ENSG00000225285	1	1430539	1434573	p	1p	p36.33
VWA1	ENSG00000179403	1	1434861	1442882	p	1p	p36.33
ATAD3C	ENSG00000215915	1	1449689	1470158	p	1p	p36.33
ATAD3B	ENSG00000160072	1	1471769	1497848	p	1p	p36.33
ATAD3A	ENSG00000197785	1	1512151	1534687	p	1p	p36.33
TMEM240	ENSG00000205090	1	1535174	1540453	p	1p	p36.33
SSU72	ENSG00000160075	1	1541673	1574869	p	1p	p36.33
AL645728.1	ENSG00000215014	1	1574975	1577075	p	1p	p36.33
FNDC10	ENSG00000228594	1	1598012	1600096	p	1p	p36.33
AL691432.2	ENSG00000272106	1	1613758	1615795	p	1p	p36.33
MIB2	ENSG00000197530	1	1615415	1630610	p	1p	p36.33
MMP23B	ENSG00000189409	1	1632095	1635263	p	1p	p36.33
CDK11B	ENSG00000248333	1	1635227	1659012	p	1p	p36.33
FO704657.1	ENSG00000272004	1	1659325	1662602	p	1p	p36.33
SLC35E2B	ENSG00000189339	1	1659529	1692728	p	1p	p36.33
CDK11A	ENSG00000008128	1	1702730	1724324	p	1p	p36.33
SLC35E2A	ENSG00000215790	1	1724838	1745999	p	1p	p36.33
NADK	ENSG00000008130	1	1751232	1780457	p	1p	p36.33
GNB1	ENSG00000078369	1	1785285	1891117	p	1p	p36.33
AL109917.1	ENSG00000231050	1	1891471	1892658	p	1p	p36.33
CALML6	ENSG00000169885	1	1914827	1917296	p	1p	p36.33
TMEM52	ENSG00000178821	1	1917590	1919273	p	1p	p36.33
CFAP74	ENSG00000142609	1	1921951	2003837	p	1p	p36.33
AL391845.2	ENSG00000233542	1	2013213	2015530	p	1p	p36.33
GABRD	ENSG00000187730	1	2019298	2030758	p	1p	p36.33
AL391845.1	ENSG00000226969	1	2049203	2050070	p	1p	p36.33
PRKCZ	ENSG00000067606	1	2050470	2185395	p	1p	p36.33
AL590822.2	ENSG00000271806	1	2141084	2145279	p	1p	p36.33
PRKCZ-AS1	ENSG00000182873	1	2181794	2184389	p	1p	p36.33
FAAP20	ENSG00000162585	1	2184461	2212720	p	1p	p36.33
AL590822.1	ENSG00000234396	1	2212523	2220738	p	1p	p36.33
SKI	ENSG00000157933	1	2228695	2310119	p	1p	
MORN1	ENSG00000116151	1	2321253	2391707	p	1p	p36.32
RER1	ENSG00000157916	1	2391775	2405444	p	1p	p36.32
PEX10	ENSG00000157911	1	2403964	2413797	p	1p	p36.32
PLCH2	ENSG00000149527	1	2425980	2505530	p	1p	p36.32
AL139246.1	ENSG00000224387	1	2492300	2493258	p	1p	p36.32
AL139246.4	ENSG00000229393	1	2493437	2494479	p	1p	p36.32
PANK4	ENSG00000157881	1	2508533	2526628	p	1p	p36.32
HES5	ENSG00000197921	1	2528745	2530245	p	1p	p36.32
AL139246.5	ENSG00000272449	1	2530064	2547460	p	1p	p36.32
TNFRSF14-AS1	ENSG00000238164	1	2549920	2557031	p	1p	p36.32
TNFRSF14	ENSG00000157873	1	2555639	2565382	p	1p	p36.32
AL139246.3	ENSG00000228037	1	2581560	2584533	p	1p	p36.32
FAM213B	ENSG00000157870	1	2586491	2591469	p	1p	p36.32
MMEL1	ENSG00000142606	1	2590639	2632990	p	1p	p36.32
AL831784.1	ENSG00000237058	1	2632568	2636620	p	1p	p36.32
TTC34	ENSG00000215912	1	2635976	2801717	p	1p	p36.32
AC242022.1	ENSG00000283259	1	2773603	2776473	p	1p	p36.32
AL592464.2	ENSG00000233234	1	2811850	2812692	p	1p	p36.32
AL592464.1	ENSG00000231630	1	2814432	2814998	p	1p	p36.32
AL589702.1	ENSG00000284745	1	2960658	2968707	p	1p	p36.32
ACTRT2	ENSG00000169717	1	3021483	3022903	p	1p	p36.32
LINC00982	ENSG00000177133	1	3059615	3068437	p	1p	p36.32
PRDM16	ENSG00000142611	1	3069168	3438621	p	1p	p36.32
AL008733.1	ENSG00000226286	1	3132927	3133709	p	1p	p36.32
AL590438.1	ENSG00000272235	1	3306636	3310096	p	1p	p36.32
ARHGEF16	ENSG00000130762	1	3454426	3481113	p	1p	p36.32
AL512413.1	ENSG00000272088	1	3487246	3487627	p	1p	p36.32
MEGF6	ENSG00000162591	1	3489920	3611495	p	1p	p36.32
AL513320.1	ENSG00000238260	1	3623190	3624743	p	1p	p36.32
TPRG1L	ENSG00000158109	1	3625002	3630127	p	1p	p36.32
WRAP73	ENSG00000116213	1	3630767	3652761	p	1p	p36.32
TP73	ENSG00000078900	1	3652520	3736201	p	1p	p36.32
AL136528.1	ENSG00000227589	1	3658938	3668772	p	1p	p36.32
AL136528.2	ENSG00000235131	1	3712200	3714298	p	1p	p36.32
CCDC27	ENSG00000162592	1	3746460	3771645	p	1p	p36.32
SMIM1	ENSG00000235169	1	3772761	3775982	p	1p	p36.32
LRRC47	ENSG00000130764	1	3778558	3796504	p	1p	p36.32
AL365330.1	ENSG00000272153	1	3785008	3785538	p	1p	p36.32
CEP104	ENSG00000116198	1	3812081	3857214	p	1p	p36.32
DFFB	ENSG00000169598	1	3857267	3885429	p	1p	p36.32
C1orf174	ENSG00000198912	1	3889125	3900293	p	1p	p36.32
LINC01134	ENSG00000236423	1	3900372	3917225	p	1p	p36.32
LINC01346	ENSG00000233304	1	3940565	3955262	p	1p	p36.32
LINC01345	ENSG00000226374	1	3944547	3948980	p	1p	p36.32
AL805961.1	ENSG00000284668	1	3976133	4012699	p	1p	p36.32
AL805961.2	ENSG00000284703	1	4012921	4019508	p	1p	p36.32
LINC01777	ENSG00000235054	1	4412027	4424689	p	1p	p36.32
AL355602.1	ENSG00000284694	1	4479131	4484375	p	1p	p36.32
Z98747.1	ENSG00000227169	1	4551735	4552145	p	1p	p36.32
LINC01646	ENSG00000232596	1	4571481	4594009	p	1p	p36.32
AJAP1	ENSG00000196581	1	4654732	4792534	p	1p	p36.32
BX005132.2	ENSG00000284739	1	4963954	4973298	p	1p	p36.32
BX005132.1	ENSG00000284674	1	4973381	4981568	p	1p	p36.32
AL691497.1	ENSG00000231510	1	5086459	5090899	p	1p	p36.32
AL139823.1	ENSG00000284616	1	5301928	5307394	p	1p	p36.31
Z98259.3	ENSG00000284692	1	5478736	5493057	p	1p	p36.31
Z98259.2	ENSG00000284666	1	5480787	5482028	p	1p	p36.31
Z98259.1	ENSG00000260972	1	5492978	5494674	p	1p	p36.31
AL365255.1	ENSG00000236948	1	5561709	5668295	p	1p	p36.31
NPHP4	ENSG00000131697	1	5862811	5992473	p	1p	p36.31
KCNAB2	ENSG00000069424	1	5991466	6101193	p	1p	p36.31
CHD5	ENSG00000116254	1	6101793	6180123	p	1p	p36.31
RPL22	ENSG00000116251	1	6181269	6209389	p	1p	p36.31
AL031847.1	ENSG00000226944	1	6204840	6205780	p	1p	p36.31
RNF207	ENSG00000158286	1	6205475	6221299	p	1p	p36.31
ICMT	ENSG00000116237	1	6221193	6235972	p	1p	p36.31
LINC00337	ENSG00000225077	1	6236240	6239444	p	1p	p36.31
HES3	ENSG00000173673	1	6244192	6245578	p	1p	p36.31
GPR153	ENSG00000158292	1	6247346	6260975	p	1p	p36.31
ACOT7	ENSG00000097021	1	6264269	6394391	p	1p	p36.31
AL031848.2	ENSG00000271746	1	6393555	6394391	p	1p	p36.31
HES2	ENSG00000069812	1	6412418	6424670	p	1p	p36.31
ESPN	ENSG00000187017	1	6424776	6461367	p	1p	p36.31
AL031848.1	ENSG00000231868	1	6443034	6447006	p	1p	p36.31
TNFRSF25	ENSG00000215788	1	6461151	6466195	p	1p	p36.31
PLEKHG5	ENSG00000171680	1	6466092	6520061	p	1p	p36.31
NOL9	ENSG00000162408	1	6521347	6554535	p	1p	p36.31
TAS1R1	ENSG00000173662	1	6555181	6579757	p	1p	p36.31
ZBTB48	ENSG00000204859	1	6580001	6589280	p	1p	p36.31
KLHL21	ENSG00000162413	1	6590724	6614607	p	1p	p36.31
PHF13	ENSG00000116273	1	6613685	6624033	p	1p	p36.31
THAP3	ENSG00000041988	1	6624866	6635586	p	1p	p36.31
DNAJC11	ENSG00000007923	1	6634168	6701924	p	1p	p36.31
LINC01672	ENSG00000228750	1	6724637	6730012	p	1p	p36.31
AL591163.1	ENSG00000284744	1	6767954	6770038	p	1p	p36.31
CAMTA1-DT	ENSG00000237436	1	6783892	6784843	p	1p	p36.31
CAMTA1	ENSG00000171735	1	6785324	7769706	p	1p	
AL512330.1	ENSG00000237365	1	7008376	7014279	p	1p	p36.31
Z97987.1	ENSG00000237728	1	7382487	7389754	p	1p	p36.23
AL365194.1	ENSG00000225126	1	7441096	7441554	p	1p	p36.23
AL359881.3	ENSG00000270171	1	7693124	7694844	p	1p	p36.23
AL359881.2	ENSG00000270035	1	7698303	7698872	p	1p	p36.23
AL359881.1	ENSG00000269978	1	7700704	7700970	p	1p	p36.23
VAMP3	ENSG00000049245	1	7771269	7781432	p	1p	p36.23
PER3	ENSG00000049246	1	7784320	7845177	p	1p	p36.23
Z98884.1	ENSG00000236266	1	7810242	7827342	p	1p	p36.23
UTS2	ENSG00000049247	1	7843083	7853512	p	1p	p36.23
TNFRSF9	ENSG00000049249	1	7915894	7943165	p	1p	p36.23
PARK7	ENSG00000116288	1	7954291	7985505	p	1p	p36.23
AL034417.4	ENSG00000284747	1	7991134	8005312	p	1p	p36.23
AL034417.3	ENSG00000284716	1	7998187	7999934	p	1p	p36.23
ERRFI1	ENSG00000116285	1	8004404	8026308	p	1p	p36.23
AL034417.2	ENSG00000238290	1	8026738	8122702	p	1p	p36.23
LINC01714	ENSG00000227634	1	8202429	8215210	p	1p	p36.23
AL358876.2	ENSG00000233645	1	8218190	8220529	p	1p	p36.23
SLC45A1	ENSG00000162426	1	8317826	8344167	p	1p	p36.23
RERE	ENSG00000142599	1	8352397	8817643	p	1p	p36.23
AL096855.1	ENSG00000232912	1	8424645	8434838	p	1p	p36.23
AL357552.2	ENSG00000228423	1	8805860	8807051	p	1p	p36.23
ENO1	ENSG00000074800	1	8861000	8879250	p	1p	p36.23
ENO1-AS1	ENSG00000230679	1	8878835	8879894	p	1p	p36.23
CA6	ENSG00000131686	1	8945867	8975092	p	1p	p36.23
SLC2A7	ENSG00000197241	1	9003300	9026345	p	1p	p36.23
SLC2A5	ENSG00000142583	1	9035107	9088478	p	1p	p36.23
GPR157	ENSG00000180758	1	9100305	9129170	p	1p	p36.22
MIR34AHG	ENSG00000228526	1	9148011	9198906	p	1p	p36.22
LINC01759	ENSG00000234546	1	9182004	9196284	p	1p	p36.22
H6PD	ENSG00000049239	1	9234775	9271337	p	1p	p36.22
SPSB1	ENSG00000171621	1	9292880	9369532	p	1p	p36.22
BX323043.1	ENSG00000284652	1	9421098	9422862	p	1p	p36.22
AL928921.2	ENSG00000284693	1	9425094	9440564	p	1p	p36.22
AL928921.1	ENSG00000235263	1	9501092	9503471	p	1p	p36.22
SLC25A33	ENSG00000171612	1	9539482	9585179	p	1p	p36.22
TMEM201	ENSG00000188807	1	9588922	9614873	p	1p	p36.22
PIK3CD	ENSG00000171608	1	9651732	9729114	p	1p	p36.22
PIK3CD-AS1	ENSG00000179840	1	9652610	9654586	p	1p	p36.22
PIK3CD-AS2	ENSG00000231789	1	9672426	9687555	p	1p	p36.22
CLSTN1	ENSG00000171603	1	9729026	9824526	p	1p	p36.22
CTNNBIP1	ENSG00000178585	1	9848276	9910336	p	1p	p36.22
AL357140.1	ENSG00000223989	1	9848318	9850154	p	1p	p36.22
LZIC	ENSG00000162441	1	9922113	9943407	p	1p	p36.22
NMNAT1	ENSG00000173614	1	9943428	9985501	p	1p	p36.22
RBP7	ENSG00000162444	1	9997206	10016020	p	1p	p36.22
UBE4B	ENSG00000130939	1	10032832	10181239	p	1p	p36.22
KIF1B	ENSG00000054523	1	10210805	10381603	p	1p	p36.22
AL139424.3	ENSG00000284735	1	10381906	10387150	p	1p	p36.22
AL139424.2	ENSG00000284642	1	10395416	10397432	p	1p	p36.22
PGD	ENSG00000142657	1	10398592	10420144	p	1p	p36.22
AL139424.1	ENSG00000271989	1	10429881	10430677	p	1p	p36.22
CENPS-CORT	ENSG00000251503	1	10430102	10452153	p	1p	p36.22
CENPS	ENSG00000175279	1	10430443	10442809	p	1p	p36.22
CORT	ENSG00000241563	1	10449719	10451902	p	1p	p36.22
DFFA	ENSG00000160049	1	10456522	10472526	p	1p	p36.22
AL354956.1	ENSG00000203469	1	10458555	10459338	p	1p	p36.22
PEX14	ENSG00000142655	1	10472288	10630758	p	1p	p36.22
CASZ1	ENSG00000130940	1	10636604	10796650	p	1p	p36.22
AL139423.1	ENSG00000272078	1	10639241	10654333	p	1p	p36.22
C1orf127	ENSG00000175262	1	10946471	10982037	p	1p	p36.22
TARDBP	ENSG00000120948	1	11012344	11026420	p	1p	p36.22
AL109811.4	ENSG00000277726	1	11012662	11030528	p	1p	p36.22
MASP2	ENSG00000009724	1	11026523	11047233	p	1p	p36.22
AL109811.3	ENSG00000271895	1	11029659	11030528	p	1p	p36.22
SRM	ENSG00000116649	1	11054584	11060024	p	1p	p36.22
EXOSC10	ENSG00000171824	1	11066618	11099881	p	1p	p36.22
AL109811.1	ENSG00000226849	1	11068471	11073097	p	1p	p36.22
AL109811.2	ENSG00000230337	1	11099675	11102100	p	1p	p36.22
MTOR	ENSG00000198793	1	11106535	11262507	p	1p	p36.22
MTOR-AS1	ENSG00000225602	1	11143898	11149537	p	1p	p36.22
ANGPTL7	ENSG00000171819	1	11189341	11195981	p	1p	p36.22
UBIAD1	ENSG00000120942	1	11273206	11296049	p	1p	p36.22
AL031291.1	ENSG00000284646	1	11311734	11319093	p	1p	p36.22
DISP3	ENSG00000204624	1	11479166	11537584	p	1p	p36.22
LINC01647	ENSG00000235643	1	11609531	11613355	p	1p	p36.22
AL031731.1	ENSG00000284708	1	11623558	11643416	p	1p	p36.22
FBXO2	ENSG00000116661	1	11637018	11655785	p	1p	p36.22
FBXO44	ENSG00000132879	1	11654375	11663327	p	1p	p36.22
FBXO6	ENSG00000116663	1	11664124	11674354	p	1p	p36.22
MAD2L2	ENSG00000116670	1	11674480	11691650	p	1p	p36.22
DRAXIN	ENSG00000162490	1	11691729	11725857	p	1p	p36.22
AGTRAP	ENSG00000177674	1	11736084	11754802	p	1p	p36.22
C1orf167	ENSG00000215910	1	11761787	11789585	p	1p	p36.22
AL953897.1	ENSG00000177553	1	11777077	11779619	p	1p	p36.22
MTHFR	ENSG00000177000	1	11785723	11806920	p	1p	p36.22
CLCN6	ENSG00000011021	1	11806096	11843144	p	1p	p36.22
NPPA-AS1	ENSG00000242349	1	11841017	11848079	p	1p	p36.22
NPPA	ENSG00000175206	1	11845709	11848345	p	1p	p36.22
NPPB	ENSG00000120937	1	11857464	11858931	p	1p	p36.22
KIAA2013	ENSG00000116685	1	11919591	11926428	p	1p	p36.22
PLOD1	ENSG00000083444	1	11934205	11975538	p	1p	p36.22
MFN2	ENSG00000116688	1	11980181	12013514	p	1p	p36.22
MIIP	ENSG00000116691	1	12019466	12032045	p	1p	p36.22
TNFRSF8	ENSG00000120949	1	12063377	12144207	p	1p	p36.22
TNFRSF1B	ENSG00000028137	1	12167003	12209228	p	1p	p36.22
VPS13D	ENSG00000048707	1	12230032	12512047	p	1p	
AC243836.1	ENSG00000229484	1	12527724	12528420	p	1p	p36.21
DHRS3	ENSG00000162496	1	12567910	12617731	p	1p	p36.21
AC254633.1	ENSG00000272482	1	12618900	12619244	p	1p	p36.21
AADACL4	ENSG00000204518	1	12644547	12667086	p	1p	p36.21
AADACL3	ENSG00000188984	1	12716115	12728759	p	1p	p36.21
C1orf158	ENSG00000157330	1	12746215	12763699	p	1p	p36.21
PRAMEF12	ENSG00000116726	1	12774841	12777906	p	1p	p36.21
PRAMEF1	ENSG00000116721	1	12791397	12796628	p	1p	p36.21
LINC01784	ENSG00000228338	1	12822686	12823159	p	1p	p36.21
PRAMEF11	ENSG00000239810	1	12824605	12831410	p	1p	p36.21
HNRNPCL1	ENSG00000179172	1	12847408	12848725	p	1p	p36.21
PRAMEF2	ENSG00000120952	1	12857086	12861909	p	1p	p36.21
PRAMEF4	ENSG00000243073	1	12879224	12886201	p	1p	p36.21
PRAMEF10	ENSG00000187545	1	12892896	12898270	p	1p	p36.21
PRAMEF7	ENSG00000204510	1	12916610	12920482	p	1p	p36.21
PRAMEF6	ENSG00000232423	1	12938472	12947580	p	1p	p36.21
PRAMEF27	ENSG00000274764	1	13049476	13056491	p	1p	p36.21
HNRNPCL3	ENSG00000277058	1	13060869	13062229	p	1p	p36.21
PRAMEF25	ENSG00000229571	1	13068677	13077884	p	1p	p36.21
HNRNPCL2	ENSG00000275774	1	13115496	13116854	p	1p	p36.21
AC245056.1	ENSG00000233336	1	13146981	13147460	p	1p	p36.21
PRAMEF26	ENSG00000280267	1	13148905	13155961	p	1p	p36.21
HNRNPCL4	ENSG00000179412	1	13164586	13165467	p	1p	p36.21
PRAMEF9	ENSG00000204505	1	13172455	13179464	p	1p	p36.21
PRAMEF13	ENSG00000279169	1	13196330	13201409	p	1p	p36.21
PRAMEF18	ENSG00000279804	1	13222705	13226106	p	1p	p36.21
PRAMEF5	ENSG00000270601	1	13254212	13263314	p	1p	p36.21
PRAMEF8	ENSG00000182330	1	13281035	13285174	p	1p	p36.21
PRAMEF33	ENSG00000237700	1	13303539	13308907	p	1p	p36.21
PRAMEF15	ENSG00000204501	1	13315581	13322598	p	1p	p36.21
AC243961.1	ENSG00000228229	1	13324039	13324518	p	1p	p36.21
PRAMEF14	ENSG00000204481	1	13342034	13347134	p	1p	p36.21
PRAMEF19	ENSG00000204480	1	13369067	13371693	p	1p	p36.21
PRAMEF17	ENSG00000204479	1	13389632	13392629	p	1p	p36.21
PRAMEF20	ENSG00000204478	1	13410450	13421328	p	1p	p36.21
LRRC38	ENSG00000162494	1	13474977	13514048	p	1p	p36.21
AL354712.1	ENSG00000259961	1	13513220	13516270	p	1p	p36.21
PDPN	ENSG00000162493	1	13583465	13617957	p	1p	p36.21
AL359771.1	ENSG00000237445	1	13657311	13659910	p	1p	p36.21
PRDM2	ENSG00000116731	1	13700198	13825079	p	1p	p36.21
KAZN	ENSG00000189337	1	13892792	15118043	p	1p	p36.21
AL357873.1	ENSG00000231606	1	14221891	14223118	p	1p	p36.21
KAZN-AS1	ENSG00000234593	1	14348955	14391575	p	1p	p36.21
TMEM51-AS1	ENSG00000175147	1	15111815	15152464	p	1p	p36.21
TMEM51	ENSG00000171729	1	15152532	15220480	p	1p	p36.21
C1orf195	ENSG00000204464	1	15164344	15171317	p	1p	p36.21
FHAD1	ENSG00000142621	1	15247272	15400283	p	1p	p36.21
AL031283.2	ENSG00000233485	1	15326680	15343876	p	1p	p36.21
AL031283.3	ENSG00000236045	1	15334166	15335464	p	1p	p36.21
AL031283.1	ENSG00000228140	1	15402979	15409433	p	1p	p36.21
EFHD2	ENSG00000142634	1	15409895	15430343	p	1p	p36.21
CTRC	ENSG00000162438	1	15438439	15449242	p	1p	p36.21
CELA2A	ENSG00000142615	1	15456728	15472091	p	1p	p36.21
CELA2B	ENSG00000215704	1	15465909	15491400	p	1p	p36.21
CASP9	ENSG00000132906	1	15490832	15526534	p	1p	p36.21
DNAJC16	ENSG00000116138	1	15526813	15592379	p	1p	p36.21
AL121992.3	ENSG00000272510	1	15565611	15565956	p	1p	p36.21
AGMAT	ENSG00000116771	1	15572353	15585110	p	1p	p36.21
AL121992.1	ENSG00000237301	1	15586136	15603626	p	1p	p36.21
DDI2	ENSG00000197312	1	15617500	15669044	p	1p	p36.21
RSC1A1	ENSG00000215695	1	15659869	15661722	p	1p	p36.21
AL121992.2	ENSG00000271742	1	15682873	15683128	p	1p	p36.21
PLEKHM2	ENSG00000116786	1	15684332	15734769	p	1p	p36.21
AL450998.3	ENSG00000237938	1	15720312	15736896	p	1p	p36.21
SLC25A34	ENSG00000162461	1	15736405	15741396	p	1p	p36.21
SLC25A34-AS1	ENSG00000224459	1	15740051	15749896	p	1p	p36.21
TMEM82	ENSG00000162460	1	15742422	15747982	p	1p	p36.21
FBLIM1	ENSG00000162458	1	15756607	15786594	p	1p	p36.21
UQCRHL	ENSG00000233954	1	15807169	15809348	p	1p	p36.21
AL450998.2	ENSG00000179743	1	15834474	15848147	p	1p	p36.21
SPEN	ENSG00000065526	1	15847864	15940460	p	1p	
ZBTB17	ENSG00000116809	1	15941869	15976132	p	1p	p36.13
SRARP	ENSG00000183888	1	16004236	16008807	p	1p	p36.13
AL355994.3	ENSG00000233078	1	16006160	16006671	p	1p	p36.13
HSPB7	ENSG00000173641	1	16014028	16019594	p	1p	p36.13
CLCNKA	ENSG00000186510	1	16018875	16034050	p	1p	p36.13
CLCNKB	ENSG00000184908	1	16043736	16057308	p	1p	p36.13
FAM131C	ENSG00000185519	1	16057769	16073632	p	1p	p36.13
EPHA2	ENSG00000142627	1	16124337	16156087	p	1p	p36.13
AL451042.2	ENSG00000227959	1	16155211	16157329	p	1p	p36.13
AL451042.1	ENSG00000224621	1	16159266	16161883	p	1p	p36.13
ARHGEF19-AS1	ENSG00000234166	1	16197854	16198357	p	1p	p36.13
ARHGEF19	ENSG00000142632	1	16197854	16212609	p	1p	p36.13
CPLANE2	ENSG00000132881	1	16231700	16237162	p	1p	p36.13
FBXO42	ENSG00000037637	1	16246839	16352454	p	1p	p36.13
SZRD1	ENSG00000055070	1	16352575	16398145	p	1p	p36.13
SPATA21	ENSG00000187144	1	16387117	16437424	p	1p	p36.13
NECAP2	ENSG00000157191	1	16440672	16460078	p	1p	p36.13
LINC01772	ENSG00000226029	1	16460948	16468481	p	1p	p36.13
AL137802.2	ENSG00000261135	1	16514645	16515754	p	1p	p36.13
AL137802.1	ENSG00000224174	1	16520694	16521796	p	1p	p36.13
LINC01783	ENSG00000233421	1	16533886	16536172	p	1p	p36.13
NBPF1	ENSG00000219481	1	16562319	16613562	p	1p	p36.13
AL137798.1	ENSG00000271732	1	16617391	16617729	p	1p	p36.13
AL137798.2	ENSG00000282143	1	16656879	16667524	p	1p	p36.13
AL021920.1	ENSG00000279151	1	16701546	16705594	p	1p	p36.13
AL021920.3	ENSG00000282740	1	16739938	16750589	p	1p	p36.13
CROCC	ENSG00000058453	1	16740273	16972979	p	1p	p36.13
BX284668.1	ENSG00000223643	1	16851257	16853129	p	1p	p36.13
BX284668.2	ENSG00000228549	1	16870945	16874092	p	1p	p36.13
BX284668.5	ENSG00000238142	1	16888538	16889649	p	1p	p36.13
BX284668.6	ENSG00000272426	1	16904339	16904776	p	1p	p36.13
MFAP2	ENSG00000117122	1	16974502	16980835	p	1p	p36.13
AL049569.1	ENSG00000226526	1	16978926	17005091	p	1p	p36.13
ATP13A2	ENSG00000159363	1	16985958	17011928	p	1p	p36.13
SDHB	ENSG00000117118	1	17018722	17054170	p	1p	p36.13
PADI2	ENSG00000117115	1	17066761	17119435	p	1p	p36.13
AL590644.1	ENSG00000204362	1	17189783	17197617	p	1p	p36.13
AL590644.3	ENSG00000282843	1	17193232	17201733	p	1p	p36.13
PADI1	ENSG00000142623	1	17205126	17246005	p	1p	p36.13
PADI3	ENSG00000142619	1	17249098	17284233	p	1p	p36.13
PADI4	ENSG00000159339	1	17308195	17364004	p	1p	p36.13
PADI6	ENSG00000276747	1	17372196	17401699	p	1p	p36.13
AC004824.1	ENSG00000227751	1	17406760	17407382	p	1p	p36.13
RCC2	ENSG00000179051	1	17406760	17439724	p	1p	p36.13
ARHGEF10L	ENSG00000074964	1	17539835	17697874	p	1p	p36.13
AL136529.1	ENSG00000236648	1	17717687	17749978	p	1p	p36.13
