GeneName	GeneID	chr	start	stop	arm	chr_arm	band
Gm28154	ENSMUSG00000100053	1	17615084	17641081	q	1q	qA3
Gm16070	ENSMUSG00000085125	1	17676027	17727646	q	1q	qA3
Crispld1	ENSMUSG00000025776	1	17727045	17766344	q	1q	qA3
Gm28153	ENSMUSG00000099895	1	17741915	17805417	q	1q	qA3
Gm28756	ENSMUSG00000109887	1	17994462	18059056	q	1q	qA3
Crisp4	ENSMUSG00000025774	1	18115191	18145902	q	1q	qA3
Defb18	ENSMUSG00000073735	1	18236473	18237443	q	1q	qA3
Defb41	ENSMUSG00000067773	1	18250980	18265138	q	1q	qA3
Gm15825	ENSMUSG00000089787	1	19063300	19104840	q	1q	qA3
Tfap2d	ENSMUSG00000042596	1	19103022	19166346	q	1q	qA3
Tfap2b	ENSMUSG00000025927	1	19208914	19238576	q	1q	qA3
Gm28340	ENSMUSG00000100538	1	19242725	19243769	q	1q	qA3
Pkhd1	ENSMUSG00000043760	1	20057779	20618064	q	1q	qend
4930486I03Rik	ENSMUSG00000089914	1	20356452	20392300	q	1q	qA4
Gm28653	ENSMUSG00000099906	1	20669882	20684298	q	1q	qA4
Il17a	ENSMUSG00000025929	1	20730905	20734496	q	1q	qA4
Il17f	ENSMUSG00000041872	1	20777146	20790617	q	1q	qA4
Mcm3	ENSMUSG00000041859	1	20802968	20820312	q	1q	qA4
Gm28065	ENSMUSG00000102121	1	20836661	20839689	q	1q	qA4
6720483E21Rik	ENSMUSG00000097934	1	20888650	20890473	q	1q	qA4
Paqr8	ENSMUSG00000025931	1	20890606	20939650	q	1q	qA4
Efhc1	ENSMUSG00000041809	1	20951626	20990841	q	1q	qA4
Tram2	ENSMUSG00000041779	1	20996299	21079229	q	1q	qA4
Gm28287	ENSMUSG00000099971	1	21080114	21081748	q	1q	qA4
Tmem14a	ENSMUSG00000025933	1	21218575	21230167	q	1q	qA4
Gsta3	ENSMUSG00000025934	1	21240589	21265661	q	1q	qA4
Gm28836	ENSMUSG00000099343	1	21250359	21271593	q	1q	qA4
Khdc1a	ENSMUSG00000067750	1	21349641	21352200	q	1q	qA4
Khdc1c	ENSMUSG00000041722	1	21368331	21370845	q	1q	qA4
Khdc1b	ENSMUSG00000085079	1	21383556	21386373	q	1q	qA4
Kcnq5	ENSMUSG00000028033	1	21398403	21961942	q	1q	qA4
Rims1	ENSMUSG00000041670	1	22286251	22805994	q	1q	qA5
Gm29506	ENSMUSG00000101227	1	23048295	23235673	q	1q	qA5
4933415F23Rik	ENSMUSG00000073730	1	23100473	23102253	q	1q	qA5
Gm27028	ENSMUSG00000097970	1	23291537	23291935	q	1q	qA5
Gm29107	ENSMUSG00000100775	1	23293729	23294075	q	1q	qA5
Ogfrl1	ENSMUSG00000026158	1	23366424	23397772	q	1q	qA5
Gm28822	ENSMUSG00000099503	1	23574587	23596664	q	1q	qA5
B3gat2	ENSMUSG00000026156	1	23761753	23849158	q	1q	qA5
Smap1	ENSMUSG00000026155	1	23844846	23922317	q	1q	qA5
Sdhaf4	ENSMUSG00000026154	1	23995939	24005656	q	1q	qA5
Fam135a	ENSMUSG00000026153	1	24011093	24100341	q	1q	qA5
Col9a1	ENSMUSG00000026147	1	24177610	24252684	q	1q	qA5
Col19a1	ENSMUSG00000026141	1	24261890	24587472	q	1q	qA5
Lmbrd1	ENSMUSG00000073725	1	24678630	24766301	q	1q	qA5
Gm28237	ENSMUSG00000100483	1	24963209	24965158	q	1q	qA5
Gm29414	ENSMUSG00000099392	1	25026581	25027232	q	1q	qA5
Adgrb3	ENSMUSG00000033569	1	25067476	25829707	q	1q	qA5
4931408C20Rik	ENSMUSG00000073722	1	26681814	26687460	q	1q	qA5
Gm5524	ENSMUSG00000101514	1	27884046	27902396	q	1q	qA5
Gm597	ENSMUSG00000048411	1	28776117	28780252	q	1q	qA5
Gm9898	ENSMUSG00000053185	1	30718560	30719962	q	1q	qA5
Phf3	ENSMUSG00000048874	1	30802339	30873921	q	1q	qA5
Ptp4a1	ENSMUSG00000026064	1	30940302	30949309	q	1q	qend
Ptp4a1	ENSMUSG00000117310	1	30940302	30949770	q	1q	qend
Gm5698	ENSMUSG00000117091	1	30977243	30977968	q	1q	qB
4931428L18Rik	ENSMUSG00000086727	1	30997842	31222684	q	1q	qB
Gm28644	ENSMUSG00000100237	1	31041919	31043675	q	1q	qB
Gm29128	ENSMUSG00000100910	1	31136026	31150105	q	1q	qB
Lgsn	ENSMUSG00000050217	1	31176401	31204725	q	1q	qB
Pih1d3	ENSMUSG00000026063	1	31222838	31224288	q	1q	qB
Khdrbs2	ENSMUSG00000026058	1	32172714	32658568	q	1q	qB
Gm5415	ENSMUSG00000091318	1	32543686	32547294	q	1q	qB
Gm37724	ENSMUSG00000102917	1	33065130	33066350	q	1q	qB
Gm37591	ENSMUSG00000104230	1	33212774	33215475	q	1q	qB
Prim2	ENSMUSG00000026134	1	33453810	33669795	q	1q	qB
Rab23	ENSMUSG00000004768	1	33719887	33742564	q	1q	qB
Bag2	ENSMUSG00000042215	1	33745484	33757795	q	1q	qB
Zfp451	ENSMUSG00000042197	1	33761545	33814595	q	1q	qB
Bend6	ENSMUSG00000042182	1	33852052	33907816	q	1q	qB
Dst	ENSMUSG00000026131	1	33908225	34308661	q	1q	qB
Gm26788	ENSMUSG00000096992	1	34165856	34178446	q	1q	qB
Gm37958	ENSMUSG00000104397	1	34329433	34330307	q	1q	qB
Gm37233	ENSMUSG00000102336	1	34427002	34433264	q	1q	qB
Ccdc115	ENSMUSG00000042111	1	34436670	34439672	q	1q	qB
Gm28306	ENSMUSG00000101711	1	34439511	34444730	q	1q	qB
Imp4	ENSMUSG00000026127	1	34439851	34449356	q	1q	qB
Ptpn18	ENSMUSG00000026126	1	34459762	34475733	q	1q	qB
Gm28417	ENSMUSG00000100280	1	34468834	34473148	q	1q	qB
4930568A12Rik	ENSMUSG00000101223	1	34477167	34485933	q	1q	qB
Prss39	ENSMUSG00000026125	1	34498410	34503063	q	1q	qB
Cfc1	ENSMUSG00000026124	1	34535648	34544313	q	1q	qB
Prss40	ENSMUSG00000037529	1	34543968	34560943	q	1q	qB
1700101I19Rik	ENSMUSG00000045815	1	34579202	34579711	q	1q	qB
Amer3	ENSMUSG00000045174	1	34579657	34590944	q	1q	qB
Arhgef4	ENSMUSG00000037509	1	34678188	34813309	q	1q	qB
Arhgef4	ENSMUSG00000118272	1	34801794	34801964	q	1q	qB
Gm38336	ENSMUSG00000104002	1	34809360	34811908	q	1q	qB
Fam168b	ENSMUSG00000037503	1	34813219	34843065	q	1q	qB
Plekhb2	ENSMUSG00000026123	1	34849976	34879580	q	1q	qB
Gm37068	ENSMUSG00000104417	1	35625606	35651297	q	1q	qB
Gm28415	ENSMUSG00000101714	1	35806974	35810462	q	1q	qB
1110002O04Rik	ENSMUSG00000102531	1	35879845	35881119	q	1q	qB
Gm37146	ENSMUSG00000102279	1	35981960	35986373	q	1q	qB
Gm33222	ENSMUSG00000103708	1	36002985	36011044	q	1q	qB
4930535G08Rik	ENSMUSG00000104201	1	36011072	36011894	q	1q	qB
Hs6st1	ENSMUSG00000045216	1	36068400	36106446	q	1q	qB
Gm37335	ENSMUSG00000104523	1	36105384	36106446	q	1q	qB
Gm33280	ENSMUSG00000102202	1	36132042	36138746	q	1q	qB
Uggt1	ENSMUSG00000037470	1	36140027	36244720	q	1q	qB
Neurl3	ENSMUSG00000047180	1	36264597	36274679	q	1q	qB
Arid5a	ENSMUSG00000037447	1	36307733	36324029	q	1q	qB
4930403P22Rik	ENSMUSG00000102762	1	36332708	36333420	q	1q	qB
Kansl3	ENSMUSG00000010453	1	36335730	36369181	q	1q	qB
Fer1l5	ENSMUSG00000037432	1	36372291	36422110	q	1q	qB
Lman2l	ENSMUSG00000001143	1	36419871	36445271	q	1q	qB
Cnnm4	ENSMUSG00000037408	1	36471620	36508764	q	1q	qB
Cnnm3	ENSMUSG00000001138	1	36511867	36528237	q	1q	qB
Gm38033	ENSMUSG00000102845	1	36527534	36528237	q	1q	qB
Ankrd23	ENSMUSG00000067653	1	36530188	36536883	q	1q	qB
Ankrd39	ENSMUSG00000079610	1	36537507	36547445	q	1q	qB
Sema4c	ENSMUSG00000026121	1	36548639	36558349	q	1q	qB
D430040D24Rik	ENSMUSG00000087589	1	36557701	36565613	q	1q	qB
Fam178b	ENSMUSG00000046337	1	36562692	36683183	q	1q	qB
Cox5b	ENSMUSG00000061518	1	36691449	36693681	q	1q	qB
Actr1b	ENSMUSG00000037351	1	36698114	36714422	q	1q	qB
4933424G06Rik	ENSMUSG00000102416	1	36710149	36757953	q	1q	qB
Gm33533	ENSMUSG00000104237	1	36739048	36744792	q	1q	qB
Zap70	ENSMUSG00000026117	1	36761798	36782818	q	1q	qB
Tmem131	ENSMUSG00000026116	1	36792191	36943666	q	1q	qB
Gm38115	ENSMUSG00000102930	1	36913601	36916539	q	1q	qB
Vwa3b	ENSMUSG00000050122	1	37026596	37187613	q	1q	qB
Gm37020	ENSMUSG00000103603	1	37132273	37133264	q	1q	qB
Cnga3	ENSMUSG00000026114	1	37214434	37263384	q	1q	qB
Inpp4a	ENSMUSG00000026113	1	37299865	37410736	q	1q	qB
4930439A04Rik	ENSMUSG00000086064	1	37329667	37334172	q	1q	qB
Coa5	ENSMUSG00000026112	1	37417084	37430103	q	1q	qB
Unc50	ENSMUSG00000026111	1	37430139	37439124	q	1q	qB
Mgat4a	ENSMUSG00000026110	1	37439340	37541016	q	1q	qB
2010300C02Rik	ENSMUSG00000026090	1	37611677	37720085	q	1q	qB
4930556I23Rik	ENSMUSG00000089767	1	37614259	37615372	q	1q	qB
Tsga10	ENSMUSG00000060771	1	37754776	37866429	q	1q	qB
Gm26805	ENSMUSG00000097268	1	37865299	37871388	q	1q	qB
Lipt1	ENSMUSG00000037216	1	37871738	37876228	q	1q	qB
Mitd1	ENSMUSG00000026088	1	37874801	37890411	q	1q	qB
Mrpl30	ENSMUSG00000026087	1	37890477	37898535	q	1q	qB
Lyg2	ENSMUSG00000061584	1	37905923	37916493	q	1q	qB
Gm15457	ENSMUSG00000087374	1	37933596	37954136	q	1q	qB
Lyg1	ENSMUSG00000026085	1	37946736	37957759	q	1q	qB
Txndc9	ENSMUSG00000058407	1	37985189	37997893	q	1q	qB
Eif5b	ENSMUSG00000026083	1	37998010	38055579	q	1q	qB
Rev1	ENSMUSG00000026082	1	38052786	38129801	q	1q	qB
Gm37062	ENSMUSG00000103804	1	38076295	38077305	q	1q	qB
Gm5099	ENSMUSG00000102716	1	38132083	38159892	q	1q	qB
Aff3	ENSMUSG00000037138	1	38177326	38664955	q	1q	qB
Gm16150	ENSMUSG00000085391	1	38235420	38246666	q	1q	qB
Gm16151	ENSMUSG00000085280	1	38307902	38311930	q	1q	qB
Gm16152	ENSMUSG00000087131	1	38384949	38393974	q	1q	qB
Lonrf2	ENSMUSG00000048814	1	38793645	38836711	q	1q	qB
Chst10	ENSMUSG00000026080	1	38863867	38898161	q	1q	qB
Gm37707	ENSMUSG00000103647	1	38884754	38888072	q	1q	qB
Nms	ENSMUSG00000067604	1	38939149	38950276	q	1q	qB
Pdcl3	ENSMUSG00000026078	1	38985608	38997238	q	1q	qB
Gm37821	ENSMUSG00000104188	1	39048648	39057637	q	1q	qB
Npas2	ENSMUSG00000026077	1	39193731	39363236	q	1q	qB
Rpl31	ENSMUSG00000073702	1	39367842	39371911	q	1q	qB
Tbc1d8	ENSMUSG00000003134	1	39371492	39478755	q	1q	qB
Cnot11	ENSMUSG00000003135	1	39534992	39546889	q	1q	qB
Gm15832	ENSMUSG00000085894	1	39547570	39552002	q	1q	qB
Rnf149	ENSMUSG00000048234	1	39551296	39577405	q	1q	qB
Creg2	ENSMUSG00000050967	1	39618406	39651474	q	1q	qB
D930019O06Rik	ENSMUSG00000097083	1	39650176	39657390	q	1q	qB
Rfx8	ENSMUSG00000057173	1	39665301	39720997	q	1q	qB
Gm3646	ENSMUSG00000091937	1	39804148	39805332	q	1q	qB
1700066B17Rik	ENSMUSG00000101634	1	39839175	39847334	q	1q	qB
Map4k4	ENSMUSG00000026074	1	39900913	40026310	q	1q	qB
Il1r2	ENSMUSG00000026073	1	40074079	40125231	q	1q	qB
Gm16894	ENSMUSG00000097899	1	40076228	40085851	q	1q	qB
Il1r1	ENSMUSG00000026072	1	40225080	40317257	q	1q	qB
Il1rl2	ENSMUSG00000070942	1	40324610	40367562	q	1q	qB
Il1rl1	ENSMUSG00000026069	1	40429570	40465415	q	1q	qB
Il18r1	ENSMUSG00000026070	1	40465552	40500854	q	1q	qB
Il18rap	ENSMUSG00000026068	1	40515362	40551705	q	1q	qB
Gm35801	ENSMUSG00000104441	1	40572188	40580662	q	1q	qB
Slc9a4	ENSMUSG00000026065	1	40580081	40630725	q	1q	qB
Slc9a2	ENSMUSG00000026062	1	40680574	40769273	q	1q	qB
Gm37623	ENSMUSG00000103679	1	40691442	40697636	q	1q	qB
Gm37915	ENSMUSG00000103270	1	40771385	40785343	q	1q	qB
Mfsd9	ENSMUSG00000041945	1	40772038	40790687	q	1q	qB
Tmem182	ENSMUSG00000079588	1	40805601	40856887	q	1q	qB
4930448I06Rik	ENSMUSG00000104072	1	41167587	41181252	q	1q	qB
Gm28634	ENSMUSG00000100185	1	41526931	41529543	q	1q	qB
Gm29260	ENSMUSG00000100832	1	41781808	41939560	q	1q	qB
Gm9915	ENSMUSG00000053640	1	42229726	42231108	q	1q	qB
Gm29664	ENSMUSG00000101919	1	42238233	42238695	q	1q	qB
Gm28175	ENSMUSG00000101299	1	42261855	42304412	q	1q	qB
Gm28140	ENSMUSG00000100180	1	42324590	42355937	q	1q	qB
Pantr1	ENSMUSG00000060424	1	42590782	42694842	q	1q	qB
Gm20646	ENSMUSG00000093436	1	42694925	42744791	q	1q	qB
Pou3f3	ENSMUSG00000045515	1	42695768	42703176	q	1q	qB
Pantr2	ENSMUSG00000097063	1	42707061	42713454	q	1q	qB
Dalir	ENSMUSG00000099784	1	42750712	42752881	q	1q	qB
Mrps9	ENSMUSG00000060679	1	42851233	42905683	q	1q	qB
Gpr45	ENSMUSG00000041907	1	42952872	43035456	q	1q	qB
Tgfbrap1	ENSMUSG00000070939	1	43047200	43098637	q	1q	qB
Gm28782	ENSMUSG00000100269	1	43056267	43057134	q	1q	qB
8430432A02Rik	ENSMUSG00000041878	1	43092588	43093835	q	1q	qB
AI597479	ENSMUSG00000010290	1	43098710	43115947	q	1q	qB
Fhl2	ENSMUSG00000008136	1	43123074	43196984	q	1q	qB
Gm29040	ENSMUSG00000099576	1	43250156	43302925	q	1q	qC1.1
Nck2	ENSMUSG00000066877	1	43444579	43570515	q	1q	qC1.1
Ecrg4	ENSMUSG00000026051	1	43730602	43742578	q	1q	qC1.1
Gm29155	ENSMUSG00000100764	1	43741961	43743895	q	1q	qC1.1
Gm29157	ENSMUSG00000100635	1	43742915	43743526	q	1q	qC1.1
Gm29156	ENSMUSG00000100480	1	43745784	43746282	q	1q	qC1.1
Uxs1	ENSMUSG00000057363	1	43746966	43827800	q	1q	qC1.1
Tpp2	ENSMUSG00000041763	1	43933647	44003000	q	1q	qC1.1
Mettl21c	ENSMUSG00000047343	1	44009408	44020034	q	1q	qC1.1
Gm8251	ENSMUSG00000091844	1	44055872	44079746	q	1q	qC1.1
Tex30	ENSMUSG00000026049	1	44086613	44102441	q	1q	qC1.1
Poglut2	ENSMUSG00000026047	1	44106546	44118808	q	1q	qC1.1
Bivm	ENSMUSG00000041684	1	44118957	44144770	q	1q	qC1.1
Ercc5	ENSMUSG00000026048	1	44147744	44181260	q	1q	qC1.1
Mettl21e	ENSMUSG00000046828	1	44204070	44218961	q	1q	qC1.1
Gm28893	ENSMUSG00000100769	1	44392809	44394447	q	1q	qC1.1
Gulp1	ENSMUSG00000056870	1	44551511	44796838	q	1q	qC1.1
4930521E06Rik	ENSMUSG00000101701	1	44739676	44744949	q	1q	qC1.1
Col3a1	ENSMUSG00000026043	1	45311538	45349706	q	1q	qC1.1
Col5a2	ENSMUSG00000026042	1	45374321	45503282	q	1q	qC1.1
Wdr75	ENSMUSG00000025995	1	45795166	45823619	q	1q	qC1.1
Gm5269	ENSMUSG00000098549	1	45889525	45890273	q	1q	qC1.1
Slc40a1	ENSMUSG00000025993	1	45908068	45926523	q	1q	qC1.1
Dnah7b	ENSMUSG00000041144	1	46066315	46373550	q	1q	qC1.1
Dnah7c	ENSMUSG00000101337	1	46425592	46807476	q	1q	qC1.1
Slc39a10	ENSMUSG00000025986	1	46807544	46892852	q	1q	qC1.1
Gm28151	ENSMUSG00000100213	1	46849529	46850479	q	1q	qC1.1
Gm28826	ENSMUSG00000101447	1	47153461	47189071	q	1q	qC1.1
C230029F24Rik	ENSMUSG00000051616	1	49244616	49340443	q	1q	qC1.1
4933411E06Rik	ENSMUSG00000099608	1	50107470	50108962	q	1q	qC1.1
Gm29665	ENSMUSG00000100451	1	50397552	50398079	q	1q	qC1.1
Gm28321	ENSMUSG00000100816	1	50815375	50817701	q	1q	qC1.1
Tmeff2	ENSMUSG00000026109	1	50900647	51187270	q	1q	qC1.1
Gm28322	ENSMUSG00000100671	1	50904444	50905918	q	1q	qC1.1
Gm28319	ENSMUSG00000101242	1	51138281	51141222	q	1q	qC1.1
Gm28320	ENSMUSG00000099924	1	51148309	51150581	q	1q	qC1.1
Gm29325	ENSMUSG00000099625	1	51195221	51197748	q	1q	qC1.1
9330175M20Rik	ENSMUSG00000101799	1	51218386	51333779	q	1q	qC1.1
Cavin2	ENSMUSG00000045954	1	51289126	51302960	q	1q	qC1.1
1700072G22Rik	ENSMUSG00000101702	1	51457932	51458931	q	1q	qC1.1
Nabp1	ENSMUSG00000026107	1	51465862	51478425	q	1q	qC1.1
Gm17767	ENSMUSG00000099413	1	51507086	51596718	q	1q	qC1.1
Gm28055	ENSMUSG00000101741	1	51696324	51746943	q	1q	qC1.1
Myo1b	ENSMUSG00000018417	1	51749765	51916071	q	1q	qC1.1
Gm29453	ENSMUSG00000101724	1	51847840	51849118	q	1q	qC1.1
Gm28323	ENSMUSG00000100313	1	51877110	51879608	q	1q	qC1.1
Stat4	ENSMUSG00000062939	1	51987148	52107189	q	1q	qC1.1
Gm31812	ENSMUSG00000109599	1	52108121	52113751	q	1q	qC1.1
Stat1	ENSMUSG00000026104	1	52119440	52161865	q	1q	qC1.1
Gls	ENSMUSG00000026103	1	52163448	52233232	q	1q	qC1.1
Nab1	ENSMUSG00000002881	1	52457294	52500679	q	1q	qC1.1
Gm553	ENSMUSG00000100120	1	52522902	52582679	q	1q	qC1.1
Gm28178	ENSMUSG00000099878	1	52570014	52580291	q	1q	qC1.1
Nemp2	ENSMUSG00000043015	1	52630703	52651919	q	1q	qC1.1
Mfsd6	ENSMUSG00000041439	1	52656286	52727462	q	1q	qC1.1
Gm29670	ENSMUSG00000100302	1	52702272	52704762	q	1q	qC1.1
Inpp1	ENSMUSG00000026102	1	52785427	52817688	q	1q	qC1.1
Hibch	ENSMUSG00000041426	1	52844929	52920986	q	1q	qC1.1
1700019D03Rik	ENSMUSG00000043629	1	52922324	53020179	q	1q	qC1.1
Mstn	ENSMUSG00000026100	1	53061640	53068079	q	1q	qC1.1
1700019A02Rik	ENSMUSG00000060715	1	53158577	53187636	q	1q	qC1.1
Pms1	ENSMUSG00000026098	1	53189187	53297018	q	1q	qC1.1
Gm28777	ENSMUSG00000100763	1	53196113	53197695	q	1q	qC1.1
Ormdl1	ENSMUSG00000026097	1	53297095	53310309	q	1q	qC1.1
Osgepl1	ENSMUSG00000026096	1	53313624	53326343	q	1q	qC1.1
Asnsd1	ENSMUSG00000026095	1	53344617	53352752	q	1q	qC1.1
Asdurf	ENSMUSG00000117809	1	53348479	53352619	q	1q	qC1.1
Dnah7a	ENSMUSG00000096141	1	53397006	53706784	q	1q	qC1.1
Stk17b	ENSMUSG00000026094	1	53755506	53785224	q	1q	qC1.1
Hecw2	ENSMUSG00000042807	1	53806876	54195168	q	1q	qC1.1
Ccdc150	ENSMUSG00000025983	1	54250683	54368727	q	1q	qC1.1
Gtf3c3	ENSMUSG00000041303	1	54396004	54438971	q	1q	qC1.1
Gm34066	ENSMUSG00000109809	1	54443404	54456763	q	1q	qC1.1
Pgap1	ENSMUSG00000073678	1	54472994	54557684	q	1q	qend
Ankrd44	ENSMUSG00000052331	1	54645340	54926387	q	1q	qC1.2
4930444A19Rik	ENSMUSG00000101674	1	54681729	54767524	q	1q	qC1.2
Sf3b1	ENSMUSG00000025982	1	54985169	55027481	q	1q	qC1.2
Coq10b	ENSMUSG00000025981	1	55052770	55072702	q	1q	qC1.2
Hspd1	ENSMUSG00000025980	1	55077835	55088243	q	1q	qC1.2
Hspe1	ENSMUSG00000073676	1	55088132	55091307	q	1q	qC1.2
Mob4	ENSMUSG00000025979	1	55131231	55154899	q	1q	qC1.2
Rftn2	ENSMUSG00000025978	1	55170159	55226782	q	1q	qC1.2
Gm10561	ENSMUSG00000097649	1	55226251	55235622	q	1q	qC1.2
Mars2	ENSMUSG00000046994	1	55237177	55248470	q	1q	qC1.2
Boll	ENSMUSG00000025977	1	55248658	55363469	q	1q	qC1.2
Plcl1	ENSMUSG00000038349	1	55405921	55754285	q	1q	qC1.2
9130227L01Rik	ENSMUSG00000099950	1	55931241	55972328	q	1q	qC1.2
1700003I22Rik	ENSMUSG00000100372	1	56018978	56020203	q	1q	qC1.3
Gm28240	ENSMUSG00000101332	1	56531824	56533876	q	1q	qC1.3
Hsfy2	ENSMUSG00000045336	1	56636044	56637435	q	1q	qC1.3
Satb2	ENSMUSG00000038331	1	56793981	56978650	q	1q	qC1.3
9130024F11Rik	ENSMUSG00000087022	1	56971412	57050084	q	1q	qC1.3
1700126A01Rik	ENSMUSG00000099945	1	57127340	57129400	q	1q	qC1.3
BC055402	ENSMUSG00000101429	1	57200645	57214993	q	1q	qC1.3
