GeneName	GeneID	chr	start	stop	arm	chr_arm	band
RP4-758J18.7	ENSG00000225905	1	1355625	1358071	p	1p	p36.33
TMEM88B	ENSG00000205116	1	1361508	1363167	p	1p	p36.33
RP4-758J18.10	ENSG00000225285	1	1365919	1369953	p	1p	p36.33
VWA1	ENSG00000179403	1	1370241	1378262	p	1p	p36.33
ATAD3C	ENSG00000215915	1	1385069	1405538	p	1p	p36.33
ATAD3B	ENSG00000160072	1	1407143	1433228	p	1p	p36.33
ATAD3A	ENSG00000197785	1	1447531	1470067	p	1p	p36.33
TMEM240	ENSG00000205090	1	1470554	1475833	p	1p	p36.33
SSU72	ENSG00000160075	1	1477053	1510249	p	1p	p36.33
AL645728.1	ENSG00000215014	1	1510355	1511373	p	1p	p36.33
C1orf233	ENSG00000228594	1	1533392	1535476	p	1p	p36.33
RP11-345P4.9	ENSG00000272106	1	1549138	1551175	p	1p	p36.33
MIB2	ENSG00000197530	1	1550795	1565990	p	1p	p36.33
MMP23B	ENSG00000189409	1	1567474	1570639	p	1p	p36.33
CDK11B	ENSG00000248333	1	1570603	1590473	p	1p	p36.33
RP11-345P4.10	ENSG00000272004	1	1590786	1594063	p	1p	p36.33
SLC35E2B	ENSG00000189339	1	1592939	1624167	p	1p	p36.33
RP11-345P4.7	ENSG00000269737	1	1603429	1604850	p	1p	p36.33
CDK11A	ENSG00000008128	1	1634169	1655766	p	1p	p36.33
SLC35E2	ENSG00000215790	1	1656277	1677431	p	1p	p36.33
NADK	ENSG00000008130	1	1682671	1711896	p	1p	p36.33
GNB1	ENSG00000078369	1	1716729	1822495	p	1p	p36.33
RP1-140A9.1	ENSG00000231050	1	1822910	1824097	p	1p	p36.33
CALML6	ENSG00000169885	1	1846266	1848735	p	1p	p36.33
TMEM52	ENSG00000178821	1	1849029	1850712	p	1p	p36.33
C1orf222	ENSG00000142609	1	1853396	1935276	p	1p	p36.33
RP11-547D24.1	ENSG00000233542	1	1944652	1946969	p	1p	p36.33
GABRD	ENSG00000187730	1	1950780	1962192	p	1p	p36.33
RP11-547D24.3	ENSG00000226969	1	1980642	1981509	p	1p	p36.33
PRKCZ	ENSG00000067606	1	1981909	2116834	p	1p	p36.33
RP5-892K4.1	ENSG00000271806	1	2072523	2076718	p	1p	p36.33
RP11-181G12.2	ENSG00000182873	1	2113233	2115828	p	1p	p36.33
C1orf86	ENSG00000162585	1	2115903	2144159	p	1p	p36.33
AL590822.2	ENSG00000269554	1	2121237	2123179	p	1p	p36.33
AL590822.1	ENSG00000203301	1	2143360	2145620	p	1p	p36.33
RP11-181G12.5	ENSG00000243558	1	2143610	2144013	p	1p	p36.33
RP11-181G12.4	ENSG00000234396	1	2143962	2152177	p	1p	p36.33
SKI	ENSG00000157933	1	2160134	2241558	p	1p	p36.33
MORN1	ENSG00000116151	1	2252692	2323146	p	1p	
AL589739.1	ENSG00000269753	1	2258581	2259042	p	1p	p36.33
RER1	ENSG00000157916	1	2323267	2336883	p	1p	p36.32
PEX10	ENSG00000157911	1	2336236	2345236	p	1p	p36.32
PLCH2	ENSG00000149527	1	2357419	2436969	p	1p	p36.32
RP3-395M20.2	ENSG00000224387	1	2423739	2424697	p	1p	p36.32
RP3-395M20.3	ENSG00000229393	1	2424876	2425918	p	1p	p36.32
PANK4	ENSG00000157881	1	2439972	2458039	p	1p	p36.32
HES5	ENSG00000197921	1	2460184	2461684	p	1p	p36.32
RP3-395M20.12	ENSG00000272449	1	2477904	2478899	p	1p	p36.32
TNFRSF14	ENSG00000157873	1	2487078	2496821	p	1p	p36.32
RP3-395M20.7	ENSG00000225931	1	2497849	2501327	p	1p	p36.32
RP3-395M20.9	ENSG00000228037	1	2512999	2515972	p	1p	p36.32
FAM213B	ENSG00000157870	1	2517930	2522908	p	1p	p36.32
MMEL1	ENSG00000142606	1	2522078	2564481	p	1p	p36.32
RP13-436F16.1	ENSG00000237058	1	2564007	2568059	p	1p	p36.32
TTC34	ENSG00000215912	1	2567415	2718286	p	1p	p36.32
RP11-740P5.2	ENSG00000233234	1	2728415	2729257	p	1p	p36.32
RP11-740P5.3	ENSG00000231630	1	2730997	2731563	p	1p	p36.32
ACTRT2	ENSG00000169717	1	2938046	2939465	p	1p	p36.32
LINC00982	ENSG00000177133	1	2976179	2985001	p	1p	p36.32
PRDM16	ENSG00000142611	1	2985732	3355185	p	1p	p36.32
RP1-163G9.2	ENSG00000226286	1	3049491	3050273	p	1p	p36.32
RP11-22L13.1	ENSG00000272235	1	3223200	3226660	p	1p	p36.32
ARHGEF16	ENSG00000130762	1	3370990	3397677	p	1p	p36.32
RP11-168F9.2	ENSG00000272088	1	3403810	3404191	p	1p	p36.32
MEGF6	ENSG00000162591	1	3406484	3528059	p	1p	p36.32
RP11-46F15.2	ENSG00000238260	1	3539754	3541307	p	1p	p36.32
TPRG1L	ENSG00000158109	1	3541566	3546691	p	1p	p36.32
WRAP73	ENSG00000116213	1	3547331	3569325	p	1p	p36.32
TP73	ENSG00000078900	1	3569084	3652765	p	1p	p36.32
RP5-1092A11.5	ENSG00000227589	1	3575502	3585336	p	1p	p36.32
RP5-1092A11.2	ENSG00000235131	1	3628764	3630862	p	1p	p36.32
TP73-AS1	ENSG00000227372	1	3652548	3663900	p	1p	p36.32
CCDC27	ENSG00000162592	1	3668962	3688209	p	1p	p36.32
SMIM1	ENSG00000235169	1	3689352	3692546	p	1p	p36.32
LRRC47	ENSG00000130764	1	3696784	3713068	p	1p	p36.32
RP1-286D6.5	ENSG00000272153	1	3701572	3702102	p	1p	p36.32
CEP104	ENSG00000116198	1	3728645	3773778	p	1p	p36.32
DFFB	ENSG00000169598	1	3773845	3801993	p	1p	p36.32
C1orf174	ENSG00000198912	1	3805689	3816857	p	1p	p36.32
LINC01134	ENSG00000236423	1	3816936	3833789	p	1p	p36.32
RP13-614K11.1	ENSG00000233304	1	4000673	4015322	p	1p	p36.32
RP13-614K11.2	ENSG00000226374	1	4007209	4009040	p	1p	p36.32
RP5-1166F10.1	ENSG00000235054	1	4472111	4484747	p	1p	p36.32
RP1-37J18.1	ENSG00000227169	1	4611795	4612205	p	1p	p36.32
RP1-37J18.2	ENSG00000232596	1	4631608	4643481	p	1p	p36.32
AJAP1	ENSG00000196581	1	4714792	4852594	p	1p	p36.32
RP11-542C10.1	ENSG00000231510	1	5146519	5150959	p	1p	p36.32
RP1-58B11.1	ENSG00000260972	1	5553038	5554734	p	1p	p36.31
RP11-154H17.1	ENSG00000236948	1	5647428	5728355	p	1p	p36.31
NPHP4	ENSG00000131697	1	5922871	6052533	p	1p	p36.31
KCNAB2	ENSG00000069424	1	6051526	6161253	p	1p	p36.31
AL035406.1	ENSG00000268332	1	6100630	6101399	p	1p	p36.31
CHD5	ENSG00000116254	1	6161853	6240183	p	1p	p36.31
RPL22	ENSG00000116251	1	6241329	6269449	p	1p	p36.31
RP1-120G22.11	ENSG00000226944	1	6264900	6265840	p	1p	p36.31
RNF207	ENSG00000158286	1	6265535	6281359	p	1p	p36.31
ICMT	ENSG00000116237	1	6281253	6296032	p	1p	p36.31
LINC00337	ENSG00000225077	1	6296300	6299504	p	1p	p36.31
HES3	ENSG00000173673	1	6304252	6305638	p	1p	p36.31
GPR153	ENSG00000158292	1	6307406	6321035	p	1p	p36.31
ACOT7	ENSG00000097021	1	6324329	6454451	p	1p	p36.31
RP1-202O8.3	ENSG00000271746	1	6453615	6454451	p	1p	p36.31
HES2	ENSG00000069812	1	6472478	6484730	p	1p	p36.31
ESPN	ENSG00000187017	1	6484848	6521430	p	1p	p36.31
RP1-202O8.2	ENSG00000231868	1	6503094	6507066	p	1p	p36.31
TNFRSF25	ENSG00000215788	1	6521211	6526255	p	1p	p36.31
PLEKHG5	ENSG00000171680	1	6526152	6580121	p	1p	p36.31
NOL9	ENSG00000162408	1	6581407	6614595	p	1p	p36.31
TAS1R1	ENSG00000173662	1	6615241	6639817	p	1p	p36.31
ZBTB48	ENSG00000204859	1	6640061	6649340	p	1p	p36.31
KLHL21	ENSG00000162413	1	6650784	6674667	p	1p	p36.31
PHF13	ENSG00000116273	1	6673745	6684093	p	1p	p36.31
THAP3	ENSG00000041988	1	6684926	6695646	p	1p	p36.31
DNAJC11	ENSG00000007923	1	6694228	6761984	p	1p	p36.31
RP11-242F24.1	ENSG00000228750	1	6784697	6790072	p	1p	p36.31
RP11-312B8.1	ENSG00000237436	1	6843952	6844903	p	1p	p36.31
CAMTA1	ENSG00000171735	1	6845384	7829766	p	1p	
RP11-334N17.1	ENSG00000237365	1	7068436	7074339	p	1p	p36.31
RP3-453P22.2	ENSG00000237728	1	7442548	7449814	p	1p	p36.23
RP4-549F15.1	ENSG00000225126	1	7501156	7501614	p	1p	p36.23
RP11-338N10.1	ENSG00000270171	1	7753184	7754904	p	1p	p36.23
RP11-338N10.2	ENSG00000270035	1	7758363	7758932	p	1p	p36.23
RP11-338N10.3	ENSG00000269978	1	7760764	7761030	p	1p	p36.23
VAMP3	ENSG00000049245	1	7831329	7841492	p	1p	p36.23
PER3	ENSG00000049246	1	7844380	7905237	p	1p	p36.23
RP3-467L1.4	ENSG00000236266	1	7870302	7887402	p	1p	p36.23
UTS2	ENSG00000049247	1	7903143	7913572	p	1p	p36.23
TNFRSF9	ENSG00000049249	1	7979907	8000926	p	1p	p36.23
PARK7	ENSG00000116288	1	8014351	8045565	p	1p	p36.23
ERRFI1	ENSG00000116285	1	8064464	8086368	p	1p	p36.23
RP11-431K24.1	ENSG00000238290	1	8086798	8182762	p	1p	p36.23
RP11-431K24.3	ENSG00000227634	1	8268732	8275270	p	1p	p36.23
RP11-431K24.4	ENSG00000233645	1	8278250	8280589	p	1p	p36.23
SLC45A1	ENSG00000162426	1	8377886	8404227	p	1p	p36.23
RERE	ENSG00000142599	1	8412457	8877702	p	1p	p36.23
RP5-1115A15.1	ENSG00000232912	1	8484705	8494898	p	1p	p36.23
RP4-633I8.4	ENSG00000228423	1	8865919	8867110	p	1p	p36.23
ENO1	ENSG00000074800	1	8921061	8939308	p	1p	p36.23
ENO1-AS1	ENSG00000230679	1	8938894	8939953	p	1p	p36.23
CA6	ENSG00000131686	1	9005926	9035151	p	1p	p36.23
SLC2A7	ENSG00000197241	1	9063359	9086404	p	1p	p36.23
SLC2A5	ENSG00000142583	1	9095166	9148537	p	1p	p36.23
GPR157	ENSG00000180758	1	9160364	9189229	p	1p	p36.23
RP3-510D11.1	ENSG00000228526	1	9242066	9262678	p	1p	p36.22
RP3-510D11.2	ENSG00000234546	1	9242263	9252148	p	1p	p36.22
H6PD	ENSG00000049239	1	9294834	9331396	p	1p	p36.22
SPSB1	ENSG00000171621	1	9352939	9429591	p	1p	p36.22
RP13-392I16.1	ENSG00000235263	1	9561151	9563530	p	1p	p36.22
SLC25A33	ENSG00000171612	1	9599541	9645237	p	1p	p36.22
TMEM201	ENSG00000188807	1	9648932	9674935	p	1p	p36.22
PIK3CD	ENSG00000171608	1	9711790	9789172	p	1p	p36.22
C1orf200	ENSG00000179840	1	9712668	9714644	p	1p	p36.22
RP11-558F24.4	ENSG00000231789	1	9732484	9747613	p	1p	p36.22
CLSTN1	ENSG00000171603	1	9789084	9884584	p	1p	p36.22
CTNNBIP1	ENSG00000178585	1	9908334	9970394	p	1p	p36.22
RP11-84A14.5	ENSG00000223989	1	9908376	9910212	p	1p	p36.22
LZIC	ENSG00000162441	1	9982173	10003465	p	1p	p36.22
NMNAT1	ENSG00000173614	1	10003486	10045559	p	1p	p36.22
RBP7	ENSG00000162444	1	10057264	10076078	p	1p	p36.22
UBE4B	ENSG00000130939	1	10092890	10241297	p	1p	p36.22
KIF1B	ENSG00000054523	1	10270863	10441661	p	1p	p36.22
PGD	ENSG00000142657	1	10458649	10480201	p	1p	p36.22
RP4-736L20.3	ENSG00000271989	1	10489938	10490734	p	1p	p36.22
APITD1	ENSG00000175279	1	10490159	10512210	p	1p	p36.22
APITD1-CORT	ENSG00000251503	1	10490159	10512210	p	1p	p36.22
CORT	ENSG00000241563	1	10509776	10511959	p	1p	p36.22
DFFA	ENSG00000160049	1	10516579	10532583	p	1p	p36.22
RP5-1113E3.3	ENSG00000203469	1	10518612	10519395	p	1p	p36.22
PEX14	ENSG00000142655	1	10532345	10690815	p	1p	p36.22
CASZ1	ENSG00000130940	1	10696661	10856707	p	1p	p36.22
RP4-734G22.3	ENSG00000272078	1	10699298	10714390	p	1p	p36.22
C1orf127	ENSG00000175262	1	11006528	11042094	p	1p	p36.22
TARDBP	ENSG00000120948	1	11072414	11085796	p	1p	p36.22
MASP2	ENSG00000009724	1	11086580	11107290	p	1p	p36.22
RP4-635E18.8	ENSG00000271895	1	11089716	11090585	p	1p	p36.22
SRM	ENSG00000116649	1	11114641	11120081	p	1p	p36.22
EXOSC10	ENSG00000171824	1	11126675	11159938	p	1p	p36.22
RP4-635E18.7	ENSG00000226849	1	11128528	11133154	p	1p	p36.22
RP4-635E18.6	ENSG00000230337	1	11159732	11162157	p	1p	p36.22
MTOR	ENSG00000198793	1	11166592	11322564	p	1p	p36.22
MTOR-AS1	ENSG00000225602	1	11203955	11209594	p	1p	p36.22
ANGPTL7	ENSG00000171819	1	11249398	11256038	p	1p	p36.22
UBIAD1	ENSG00000120942	1	11333263	11356106	p	1p	p36.22
PTCHD2	ENSG00000204624	1	11539223	11597641	p	1p	p36.22
RP1-69M21.2	ENSG00000235643	1	11669588	11673412	p	1p	p36.22
FBXO2	ENSG00000116661	1	11708424	11715842	p	1p	p36.22
FBXO44	ENSG00000132879	1	11714432	11723384	p	1p	p36.22
FBXO6	ENSG00000116663	1	11724181	11734411	p	1p	p36.22
MAD2L2	ENSG00000116670	1	11734537	11751707	p	1p	p36.22
DRAXIN	ENSG00000162490	1	11751786	11785914	p	1p	p36.22
AGTRAP	ENSG00000177674	1	11796141	11814859	p	1p	p36.22
C1orf167	ENSG00000215910	1	11821844	11849642	p	1p	p36.22
RP11-56N19.5	ENSG00000177553	1	11837134	11839676	p	1p	p36.22
MTHFR	ENSG00000177000	1	11845780	11866977	p	1p	p36.22
CLCN6	ENSG00000011021	1	11866207	11903201	p	1p	p36.22
NPPA-AS1	ENSG00000242349	1	11901074	11908136	p	1p	p36.22
NPPA	ENSG00000175206	1	11905766	11908402	p	1p	p36.22
NPPB	ENSG00000120937	1	11917521	11918988	p	1p	p36.22
KIAA2013	ENSG00000116685	1	11979648	11986485	p	1p	p36.22
PLOD1	ENSG00000083444	1	11994262	12035595	p	1p	p36.22
MFN2	ENSG00000116688	1	12040238	12073571	p	1p	p36.22
MIIP	ENSG00000116691	1	12079523	12092102	p	1p	p36.22
TNFRSF8	ENSG00000120949	1	12123434	12204264	p	1p	p36.22
TNFRSF1B	ENSG00000028137	1	12227060	12269285	p	1p	p36.22
VPS13D	ENSG00000048707	1	12290124	12572099	p	1p	p36.22
RP5-888M10.2	ENSG00000229484	1	12587766	12588462	p	1p	p36.22
DHRS3	ENSG00000162496	1	12627939	12677737	p	1p	p36.22
RP11-474O21.5	ENSG00000272482	1	12678906	12679250	p	1p	p36.22
AADACL4	ENSG00000204518	1	12704566	12727097	p	1p	p36.21
AADACL3	ENSG00000188984	1	12776118	12788726	p	1p	p36.21
C1orf158	ENSG00000157330	1	12806163	12823847	p	1p	p36.21
PRAMEF12	ENSG00000116726	1	12834984	12838049	p	1p	p36.21
PRAMEF1	ENSG00000116721	1	12851546	12856777	p	1p	p36.21
RP5-845O24.8	ENSG00000228338	1	12882549	12883022	p	1p	p36.21
PRAMEF11	ENSG00000204513	1	12884468	12891264	p	1p	p36.21
HNRNPCL1	ENSG00000179172	1	12907261	12908578	p	1p	p36.21
PRAMEF2	ENSG00000120952	1	12916941	12921764	p	1p	p36.21
PRAMEF4	ENSG00000243073	1	12939045	12946025	p	1p	p36.21
PRAMEF10	ENSG00000187545	1	12952727	12958101	p	1p	p36.21
PRAMEF7	ENSG00000204510	1	12976450	12980569	p	1p	p36.21
PRAMEF6	ENSG00000232423	1	12998181	13117751	p	1p	p36.21
PRAMEF22	ENSG00000204508	1	13035543	13038381	p	1p	p36.21
WI2-3308P17.2	ENSG00000239810	1	13052394	13052998	p	1p	p36.21
RP13-221M14.2	ENSG00000233336	1	13146777	13147256	p	1p	p36.21
PRAMEF26	ENSG00000229571	1	13216356	13219581	p	1p	p36.21
PRAMEF3	ENSG00000204503	1	13328196	13331692	p	1p	p36.21
PRAMEF5	ENSG00000204502	1	13359819	13369057	p	1p	p36.21
PRAMEF8	ENSG00000182330	1	13386646	13390765	p	1p	p36.21
PRAMEF9	ENSG00000204501	1	13421176	13428191	p	1p	p36.21
RP11-219C24.10	ENSG00000228229	1	13429634	13430113	p	1p	p36.21
PRAMEF13	ENSG00000204495	1	13447414	13452656	p	1p	p36.21
PRAMEF18	ENSG00000204491	1	13474689	13477522	p	1p	p36.21
PRAMEF16	ENSG00000204488	1	13495254	13498260	p	1p	p36.21
PRAMEF21	ENSG00000204486	1	13516066	13526943	p	1p	p36.21
PRAMEF15	ENSG00000157358	1	13641973	13648988	p	1p	p36.21
PRAMEF14	ENSG00000204481	1	13668269	13673511	p	1p	p36.21
PRAMEF19	ENSG00000204480	1	13694889	13698405	p	1p	p36.21
PRAMEF17	ENSG00000204479	1	13716092	13719089	p	1p	p36.21
PRAMEF20	ENSG00000204478	1	13736907	13747803	p	1p	p36.21
LRRC38	ENSG00000162494	1	13801445	13840543	p	1p	p36.21
RP4-597A16.2	ENSG00000259961	1	13839715	13842765	p	1p	p36.21
PDPN	ENSG00000162493	1	13909960	13944452	p	1p	p36.21
CTA-520D8.2	ENSG00000237445	1	13983806	13986405	p	1p	p36.21
PRDM2	ENSG00000116731	1	14026693	14151574	p	1p	p36.21
RP11-344F13.1	ENSG00000231606	1	14548386	14549613	p	1p	p36.21
RP4-704D23.1	ENSG00000234593	1	14675450	14677518	p	1p	p36.21
KAZN	ENSG00000189337	1	14925200	15444539	p	1p	p36.21
TMEM51	ENSG00000171729	1	15479028	15546976	p	1p	p36.21
C1orf195	ENSG00000204464	1	15490840	15497813	p	1p	p36.21
FHAD1	ENSG00000142621	1	15573768	15726779	p	1p	p36.21
RP3-467K16.2	ENSG00000233485	1	15653176	15670372	p	1p	p36.21
RP3-467K16.7	ENSG00000236045	1	15660662	15661960	p	1p	p36.21
RP3-467K16.4	ENSG00000228140	1	15729475	15735929	p	1p	p36.21
EFHD2	ENSG00000142634	1	15736391	15756839	p	1p	p36.21
CTRC	ENSG00000162438	1	15764935	15775737	p	1p	p36.21
CELA2A	ENSG00000142615	1	15783223	15798586	p	1p	p36.21
CELA2B	ENSG00000215704	1	15792404	15817895	p	1p	p36.21
CASP9	ENSG00000132906	1	15817327	15853029	p	1p	p36.21
DNAJC16	ENSG00000116138	1	15853308	15918874	p	1p	p36.21
RP4-680D5.8	ENSG00000272510	1	15892106	15892451	p	1p	p36.21
AGMAT	ENSG00000116771	1	15898848	15911605	p	1p	p36.21
RP4-680D5.2	ENSG00000237301	1	15912631	15930121	p	1p	p36.21
DDI2	ENSG00000197312	1	15943995	15995539	p	1p	p36.21
RSC1A1	ENSG00000215695	1	15986364	15988217	p	1p	p36.21
RP4-680D5.9	ENSG00000271742	1	16009368	16009623	p	1p	p36.21
PLEKHM2	ENSG00000116786	1	16010827	16061264	p	1p	p36.21
RP11-288I21.1	ENSG00000237938	1	16049214	16063391	p	1p	p36.21
SLC25A34	ENSG00000162461	1	16062900	16067891	p	1p	p36.21
RP11-169K16.4	ENSG00000224459	1	16066546	16076391	p	1p	p36.21
TMEM82	ENSG00000162460	1	16068917	16074477	p	1p	p36.21
FBLIM1	ENSG00000162458	1	16083102	16113089	p	1p	p36.21
RP11-169K16.9	ENSG00000179743	1	16160560	16174642	p	1p	p36.21
SPEN	ENSG00000065526	1	16174359	16266955	p	1p	
ZBTB17	ENSG00000116809	1	16268364	16302627	p	1p	p36.13
C1orf64	ENSG00000183888	1	16330731	16335302	p	1p	p36.13
RP11-5P18.5	ENSG00000233078	1	16332655	16333166	p	1p	p36.13
HSPB7	ENSG00000173641	1	16340523	16346089	p	1p	p36.13
CLCNKA	ENSG00000186510	1	16345370	16360545	p	1p	p36.13
CLCNKB	ENSG00000184908	1	16370272	16383803	p	1p	p36.13
FAM131C	ENSG00000185519	1	16384264	16400127	p	1p	p36.13
EPHA2	ENSG00000142627	1	16450832	16482582	p	1p	p36.13
RP11-276H7.2	ENSG00000227959	1	16481706	16483824	p	1p	p36.13
RP11-276H7.3	ENSG00000224621	1	16485761	16488378	p	1p	p36.13
ARHGEF19-AS1	ENSG00000234166	1	16524349	16524852	p	1p	p36.13
ARHGEF19	ENSG00000142632	1	16524349	16539104	p	1p	p36.13
C1orf134	ENSG00000204377	1	16555368	16556038	p	1p	p36.13
RSG1	ENSG00000132881	1	16558195	16563657	p	1p	p36.13
FBXO42	ENSG00000037637	1	16573334	16678949	p	1p	p36.13
SZRD1	ENSG00000055070	1	16679070	16724640	p	1p	p36.13
SPATA21	ENSG00000187144	1	16713612	16763919	p	1p	p36.13
NECAP2	ENSG00000157191	1	16767167	16786573	p	1p	p36.13
RP4-798A10.2	ENSG00000226029	1	16787443	16794976	p	1p	p36.13
RP4-798A10.7	ENSG00000261135	1	16841140	16842249	p	1p	p36.13
RP4-798A10.4	ENSG00000224174	1	16847189	16848291	p	1p	p36.13
U1	ENSG00000233421	1	16860381	16862144	p	1p	p36.13
FAM231B	ENSG00000268674	1	16865561	16866070	p	1p	p36.13
NBPF1	ENSG00000219481	1	16888814	16940057	p	1p	p36.13
RP5-1182A14.5	ENSG00000271732	1	16943886	16944224	p	1p	p36.13
CROCCP2	ENSG00000215908	1	16944751	16971178	p	1p	p36.13
FAM231A	ENSG00000237847	1	16999498	17000007	p	1p	p36.13
FAM231C	ENSG00000268991	1	17060447	17060956	p	1p	p36.13
CROCC	ENSG00000058453	1	17066768	17299474	p	1p	p36.13
RP11-108M9.1	ENSG00000223643	1	17177752	17179624	p	1p	p36.13
RP11-108M9.2	ENSG00000230239	1	17181902	17185779	p	1p	p36.13
U1	ENSG00000228549	1	17197440	17200587	p	1p	p36.13
RP11-108M9.4	ENSG00000238142	1	17215033	17216144	p	1p	p36.13
RP11-108M9.6	ENSG00000272426	1	17230834	17231271	p	1p	p36.13
MFAP2	ENSG00000117122	1	17300997	17307330	p	1p	p36.13
RP1-37C10.3	ENSG00000226526	1	17305421	17331586	p	1p	p36.13
ATP13A2	ENSG00000159363	1	17312453	17338423	p	1p	p36.13
SDHB	ENSG00000117118	1	17345217	17380665	p	1p	p36.13
